"set_num","name","year","theme_id","num_parts","img_url","description"
"001-1","Gears","1965","1","43","https://cdn.rebrickable.com/media/sets/001-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1965. It was re-released in 1969 as an educational set (322-4). It was never released in Europe.
"
"0011-2","Town Mini-Figures","1979","67","12","https://cdn.rebrickable.com/media/sets/0011-2.jpg",""
"0011-3","Castle 2 for 1 Bonus Offer","1987","199","0","https://cdn.rebrickable.com/media/sets/0011-3.jpg",""
"0012-1","Space Mini-Figures","1979","143","12","https://cdn.rebrickable.com/media/sets/0012-1.jpg",""
"0013-1","Space Mini-Figures","1979","143","12","https://cdn.rebrickable.com/media/sets/0013-1.jpg",""
"0014-1","Space Mini-Figures","1979","143","12","https://cdn.rebrickable.com/media/sets/0014-1.jpg",""
"0015-1","Space Mini-Figures","1979","143","18","https://cdn.rebrickable.com/media/sets/0015-1.jpg",""
"0016-1","Castle Mini Figures","1979","189","15","https://cdn.rebrickable.com/media/sets/0016-1.jpg",""
"002-1","4.5V Samsonite Gears Motor Set","1965","1","3","https://cdn.rebrickable.com/media/sets/002-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1965. It was never released in Europe.
"
"002253963-1","Legend of Chima: Corbeaux et Gorilles","2013","497","4","https://cdn.rebrickable.com/media/sets/002253963-1.jpg","
Title translates as: Ravens and GorillasFrench version: Corbeaux et GorillesPolish version: Kruki i Goryle
"
"003-1","Master Mechanic Set","1966","366","403","https://cdn.rebrickable.com/media/sets/003-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"005-1","Basic Building Set in Cardboard","1965","366","35","https://cdn.rebrickable.com/media/sets/005-1.jpg",""
"005-2","Discovery Set","1967","366","0","https://cdn.rebrickable.com/media/sets/005-2.jpg",""
"00-6","Special Offer","1985","67","0","https://cdn.rebrickable.com/media/sets/00-6.jpg",""
"010-1","Basic Building Set in Cardboard","1965","366","57","https://cdn.rebrickable.com/media/sets/010-1.jpg",""
"010-3","Basic Building Set","1968","366","77","https://cdn.rebrickable.com/media/sets/010-3.jpg",""
"011-1","Basic Building Set","1968","366","145","https://cdn.rebrickable.com/media/sets/011-1.jpg",""
"021-1","Wheel Set","1966","366","183","https://cdn.rebrickable.com/media/sets/021-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"022-1","Basic Building Set","1968","366","110","https://cdn.rebrickable.com/media/sets/022-1.jpg",""
"0241187567-1","Ninjago: Build Your Own Adventure","2015","497","74","https://cdn.rebrickable.com/media/sets/0241187567-1.jpg","
Written by Scarlett O'HaraHardcover: 80 pagesPublisher: Dorling Kindersley (August 2015)Language: EnglishISBN-10: 0241187567ISBN-13: 9780241187562Parts supplied in a polybag numbered 11909
"
"0241357594-1","Star Wars: Build Your Own Adventure: Galactic Missions","2019","497","70","https://cdn.rebrickable.com/media/sets/0241357594-1.jpg","
Published by DK Children (Dorling Kindersley) as a hardcover released on August 1, 2019 in the United Kingdom and on August 6, 2019 in the United States. The book contains 80 pages.ISBN-10: 0241357594 (UK) / 1465478957 (US)ISBN-13: 978-0241357590 (UK) / 978-1465478955 (US)The parts come in a polybag stamped “The LEGO Group” 6+11920Item: 6259833Barcode 5 702016395419The book also features 2 cardboard bookmarks which can be pulled out of the packaging, and an A2-sized colour poster featuring build ideas from the book.
"
"028-1","Nursery Furniture","1979","652","7","https://cdn.rebrickable.com/media/sets/028-1.jpg",""
"030-2","Building Set","1973","505","29","https://cdn.rebrickable.com/media/sets/030-2.jpg","
USA release of Set 513-1
"
"03093-1","The Race to Build It Board Game","1999","674","77","https://cdn.rebrickable.com/media/sets/03093-1.jpg","
Note: the levers with small base have yellow levers, not black as indicated in the picture.
"
"032-1","Living Room","1979","652","14","https://cdn.rebrickable.com/media/sets/032-1.jpg","
Set pictures show dupfig013 having Brown looking hair. This figure with that color hair can not be verified as to having actually existed. If you can provide any evidence otherwise please let us know.-----As similar set, 2630-1﻿, was released in different regions, using the same inventory but with a different Set Number.
"
"033-1","Farm Animals","1979","632","21","https://cdn.rebrickable.com/media/sets/033-1.jpg","
Re-released in 1982 as set 2641-1. No known differences exist between the two versions.
"
"033-2","Basic Building Set","1968","366","177","https://cdn.rebrickable.com/media/sets/033-2.jpg",""
"041-1","Pre-School Beginners Set","1964","440","24","https://cdn.rebrickable.com/media/sets/041-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1964. It was never released in Europe.
"
"041-2","Playhouse","1979","652","1","https://cdn.rebrickable.com/media/sets/041-2.jpg","
Set 2643-2﻿ is the US released version of this set
"
"042-1","Jumbo Brick Pull Toy","1966","440","9","https://cdn.rebrickable.com/media/sets/042-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"044-1","Basic Building Set","1968","366","225","https://cdn.rebrickable.com/media/sets/044-1.jpg",""
"044-2","Jumbo Bricks","1969","440","30","https://cdn.rebrickable.com/media/sets/044-2.jpg","
This set was released in America (USA/CAN) by Samsonite in 1969. It was never released in Europe.
"
"045-1","Farm","1979","632","66","https://cdn.rebrickable.com/media/sets/045-1.jpg","
This is the European, Canadian and Australian version of set 2650-1
"
"045-2","Assorted Clear Bricks & Plates","1969","371","37","https://cdn.rebrickable.com/media/sets/045-2.jpg",""
"050-2","Lighting Device Pack","1969","371","4","https://cdn.rebrickable.com/media/sets/050-2.jpg","
This set was released in America (USA/CAN) by Samsonite in 1969. It was never released in Europe.
"
"051-1","Assorted Basic Bricks - Red","1966","371","50","https://cdn.rebrickable.com/media/sets/051-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"052-1","Assorted Basic Bricks - White","1966","371","50","https://cdn.rebrickable.com/media/sets/052-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"053-1","Assorted Basic Bricks - Blue","1966","371","50","https://cdn.rebrickable.com/media/sets/053-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"054-1","Assorted Basic Bricks - Yellow","1966","371","50","https://cdn.rebrickable.com/media/sets/054-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"055-1","Trees & Bushes","1966","371","25","https://cdn.rebrickable.com/media/sets/055-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"055-2","Basic Building Set","1968","366","256","https://cdn.rebrickable.com/media/sets/055-2.jpg",""
"057-1","Large Wheels","1966","371","17","https://cdn.rebrickable.com/media/sets/057-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"058-1","Small Wheels","1966","371","26","https://cdn.rebrickable.com/media/sets/058-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"060-1","Assorted White Plates","1966","371","15","https://cdn.rebrickable.com/media/sets/060-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"060-3","Jumbo Brick School Set","1968","440","60","https://cdn.rebrickable.com/media/sets/060-3.jpg","
This set was released in America (USA/CAN) by Samsonite in 1968. It was never released in Europe.
"
"061-1","Five Large Base Plates - Green","1966","371","5","https://cdn.rebrickable.com/media/sets/061-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"062-1","Five Large Base Plates - White","1966","371","5","https://cdn.rebrickable.com/media/sets/062-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"063-1","Five Large Base Plates - Blue","1966","371","5","https://cdn.rebrickable.com/media/sets/063-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1966. It was never released in Europe.
"
"063-2","Ducks","1978","505","18","https://cdn.rebrickable.com/media/sets/063-2.jpg",""
"065-1","Two Garage Door Kits","1969","371","6","https://cdn.rebrickable.com/media/sets/065-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1969. It was never released in Europe.
"
"066-1","Basic Building Set","1968","366","407","https://cdn.rebrickable.com/media/sets/066-1.jpg",""
"071-1","Block Box","1979","505","24","https://cdn.rebrickable.com/media/sets/071-1.jpg",""
"074-1","Pre-School Set","1976","505","20","https://cdn.rebrickable.com/media/sets/074-1.jpg","
Released in USA only.
"
"075-1","Pre-School Set","1975","505","17","https://cdn.rebrickable.com/media/sets/075-1.jpg","
Released in USA only.
"
"0751359483-1","The Ultimate LEGO Book","1999","497","0","https://cdn.rebrickable.com/media/sets/0751359483-1.jpg","
Stunning photography introduces young LEGO fans to the wonderful world of model making with LEGOs, featuring life-size sculptures of dinosaurs, monuments, buildings, and more. 50,000 first printing.Hardcover: 128 pagesPublisher: DK Publishing (September 1, 1999)Language: English
"
"0756668530-1","Atlantis: Brickmaster","2010","497","157","https://cdn.rebrickable.com/media/sets/0756668530-1.jpg","
Published by DK Publishing (Dorling Kindersley) as boxed hardcover on August 16, 2010. Part of the LEGO Brickmaster Series, the book contains 48 pages.ISBN-10: 0756668530ISBN-13: 978-0756668532
"
"0756672805-1","Pirates: Brickmaster","2009","497","162","https://cdn.rebrickable.com/media/sets/0756672805-1.jpg","
Published by DK Publishing (Dorling Kindersley) as boxed hardcover on August 31, 2009. Part of the LEGO Brickmaster Series, the book contains 48 pages.ISBN-10: 0756655196ISBN-13: 978-0756655198 Republished by DK Publishing (Dorling Kindersley) as hardcover on November 1, 2010. (cover shown)ISBN-10: 0756672805ISBN-13: 978-0756672805
"
"0756682762-1","Ninjago: Brickmaster","2011","497","154","https://cdn.rebrickable.com/media/sets/0756682762-1.jpg","
Published by DK Publishing (Dorling Kindersley) as hardcover on August 1, 2011. Part of the LEGO Brickmaster Series, the book contains 48 pages.ISBN-10: 0756682762ISBN-13: 978-0756682767Original versions of this book had the parts in a clear, unnumbered bag. Later releases had the set number 11901 printed on the part packaging.
"
"0756692571-1","Harry Potter: Characters of the Magical World","2012","497","4","https://cdn.rebrickable.com/media/sets/0756692571-1.jpg",""
"077-1","Pre-School Set","1975","505","21","https://cdn.rebrickable.com/media/sets/077-1.jpg","
Released in USA only.
"
"078-1","Roadway Base Plate","1970","371","1","https://cdn.rebrickable.com/media/sets/078-1.jpg","
This set was released in America (USA/CAN) by Samsonite in 1970. It was never released in Europe.
"
"080-1","Basic Building Set with Train","1967","366","712","https://cdn.rebrickable.com/media/sets/080-1.jpg",""
"080-3","Police Station","1976","505","25","https://cdn.rebrickable.com/media/sets/080-3.jpg","
United States version of set 522-1.
"
"082-1","Legoville","1976","505","63","https://cdn.rebrickable.com/media/sets/082-1.jpg","
This is the US version.For the European, Australian, and Canadian version please see set 524-1.
"
"086-1","Tub Boat","1978","632","3","https://cdn.rebrickable.com/media/sets/086-1.jpg","
US version of set 534-1﻿.
"
"088-1","Super Set","1969","469","615","https://cdn.rebrickable.com/media/sets/088-1.jpg",""
"10000-1","Guarded Inn","2001","199","256","https://cdn.rebrickable.com/media/sets/10000-1.jpg","
LEGO Legends series reissue of 1986 set 6067-1.
"
"10000549412-1","Jurassic World - PC DVD","2015","742","0","https://cdn.rebrickable.com/media/sets/10000549412-1.jpg",""
"1000-1","Mosaic Set","1985","516","203","https://cdn.rebrickable.com/media/sets/1000-1.jpg",""
"10001-1","Metroliner","2001","233","787","https://cdn.rebrickable.com/media/sets/10001-1.jpg","
LEGO Legends series reissue of 1993 set 4558-1.Can be expanded with Railroad Club Car (set 10002-1), itself a re-issue of set 4547-1.Can be motorized using the 4548-1: Transformer and Speed Regulator or similar parts from other sets.""This set came with a choice of two modern styled locomotives, either of which could be constructed using the various pieces in the box. The model shown here contained a combined driver's cabin and dining car area separated by an engine space. The train ran on metal tracks and the set also contained a buildable railway platform and 11 minifigures. Originally from 1991, this model was one of the few sets to be relaunched with completely new packaging as part of the LEGO Legends series in 2001.""-- From employee gift re-creation (set 4002016-1-s4) building instructions.
"
"10002-1","Railroad Club Car","2001","233","293","https://cdn.rebrickable.com/media/sets/10002-1.jpg","
LEGO Legends series reissue of 1993 set 4547-1.Designed as add-on train car for the Metroliner set 10001-1, itself a re-issue of set 4558-1.
"
"1000229927-1","Harry Potter: Years 5-7 - PS Vita","2012","742","0","https://cdn.rebrickable.com/media/sets/1000229927-1.jpg",""
"10003-1","1 x 2 Sand Red Bricks","2001","254","100","https://cdn.rebrickable.com/media/sets/10003-1.jpg",""
"1000368666-1","Batman the Videogame - PSP","2008","742","0","https://cdn.rebrickable.com/media/sets/1000368666-1.jpg",""
"10004-1","2 x 2 Sand Red Bricks","2001","254","100","https://cdn.rebrickable.com/media/sets/10004-1.jpg",""
"1000430096-8","Marvel Super Heroes - PS4","2013","742","0","https://cdn.rebrickable.com/media/sets/1000430096-8.jpg",""
"10005-1","2 x 4 Sand Red Bricks","2001","254","50","https://cdn.rebrickable.com/media/sets/10005-1.jpg",""
"1000565140-1","Jurassic World - Xbox One","2015","742","0","https://cdn.rebrickable.com/media/sets/1000565140-1.jpg",""
"1000565190-1","Jurassic World - PS Vita‎","2015","742","0","https://cdn.rebrickable.com/media/sets/1000565190-1.jpg",""
"1000565740-1","Marvel Avengers - Xbox One","2016","742","0","https://cdn.rebrickable.com/media/sets/1000565740-1.jpg",""
"1000565742-1","Marvel Avengers - PS4","2016","742","0","https://cdn.rebrickable.com/media/sets/1000565742-1.jpg",""
"1000565765-1","Marvel Avengers - PS Vita‎","2016","742","0","https://cdn.rebrickable.com/media/sets/1000565765-1.jpg",""
"1000565897-5","Marvel Super Heroes - Xbox One","2013","742","0","https://cdn.rebrickable.com/media/sets/1000565897-5.jpg",""
"1000577871-1","Marvel Avengers - PC","2016","742","0","https://cdn.rebrickable.com/media/sets/1000577871-1.jpg",""
"1000591519-1","Star Wars: The Force Awakens - 3DS","2016","742","0","https://cdn.rebrickable.com/media/sets/1000591519-1.jpg",""
"1000591524-1","Star Wars: The Force Awakens - PS Vita","2016","742","0","https://cdn.rebrickable.com/media/sets/1000591524-1.jpg",""
"1000598000-1","Star Wars: The Force Awakens Deluxe Edition - PS3","2016","742","0","https://cdn.rebrickable.com/media/sets/1000598000-1.jpg",""
"1000600263-1","Star Wars: The Force Awakens - PS3","2016","742","0","https://cdn.rebrickable.com/media/sets/1000600263-1.jpg",""
"10006-1","1 x 6 Sand Red Bricks","2001","254","50","https://cdn.rebrickable.com/media/sets/10006-1.jpg",""
"1000629598-1","Harry Potter Collection - PS4","2016","742","0","https://cdn.rebrickable.com/media/sets/1000629598-1.jpg","
Includes remastered versions of Harry Potter: Years 1-4 and Harry Potter: Years 5-7.
"
"1000643461-1","Marvel Super Heroes 2 - Xbox One","2017","742","0","https://cdn.rebrickable.com/media/sets/1000643461-1.jpg",""
"1000648795-1","Marvel Super Heroes 2 - PS4","2017","742","0","https://cdn.rebrickable.com/media/sets/1000648795-1.jpg",""
"1000692713-1","Marvel Super Heroes 2 - Nintendo Switch","2017","742","0","https://cdn.rebrickable.com/media/sets/1000692713-1.jpg",""
"1000704831-2","The Incredibles - Nintendo Switch","2019","742","0","https://cdn.rebrickable.com/media/sets/1000704831-2.jpg",""
"1000704832-13","The Incredibles - PS4","2019","742","0","https://cdn.rebrickable.com/media/sets/1000704832-13.jpg",""
"1000709804-1","DC Super-Villains - Nintendo Switch","2018","742","0","https://cdn.rebrickable.com/media/sets/1000709804-1.jpg",""
"1000709806-1","DC Super-Villains - PS4","2018","742","0","https://cdn.rebrickable.com/media/sets/1000709806-1.jpg",""
"1000709807-1","The Incredibles - Xbox One","2019","742","0","https://cdn.rebrickable.com/media/sets/1000709807-1.jpg",""
"10007-1","2 x 4 Sand Red Ridge Roof Tiles Steep Slope","2001","254","25","https://cdn.rebrickable.com/media/sets/10007-1.jpg",""
"1000724950-1","Harry Potter Collection - Xbox One","2016","742","0","https://cdn.rebrickable.com/media/sets/1000724950-1.jpg","
Includes remastered versions of Harry Potter: Years 1-4 and Harry Potter: Years 5-7.
"
"1000724951-1","Harry Potter Collection - Nintendo Switch","2016","742","0","https://cdn.rebrickable.com/media/sets/1000724951-1.jpg","
Includes remastered versions of Harry Potter: Years 1-4 and Harry Potter: Years 5-7.
"
"1000739974-1","The LEGO Movie 2 Videogame - Nintendo Switch","2019","742","0","https://cdn.rebrickable.com/media/sets/1000739974-1.jpg",""
"1000739975-1","The LEGO Movie 2 Videogame - PS4","2019","742","0","https://cdn.rebrickable.com/media/sets/1000739975-1.jpg",""
"1000739976-1","The LEGO Movie 2 Videogame - Xbox One","2019","742","0","https://cdn.rebrickable.com/media/sets/1000739976-1.jpg",""
"1000746530-1","Jurassic World - Nintendo Switch","2015","742","0","https://cdn.rebrickable.com/media/sets/1000746530-1.jpg",""
"10008-1","2 x 4 Roof Tile Sand Red","2001","254","50","https://cdn.rebrickable.com/media/sets/10008-1.jpg",""
"10009-1","Assorted Blue Bricks","2001","254","62","https://cdn.rebrickable.com/media/sets/10009-1.jpg",""
"100-1","4.5V Motor with Wheels (Small Version)","1966","235","16","https://cdn.rebrickable.com/media/sets/100-1.jpg",""
"10010-1","Assorted Yellow Bricks","2003","254","63","https://cdn.rebrickable.com/media/sets/10010-1.jpg",""
"10011-1","Assorted Blue Plates","2001","254","42","https://cdn.rebrickable.com/media/sets/10011-1.jpg",""
"10012-1","Assorted Yellow Plates","2001","254","42","https://cdn.rebrickable.com/media/sets/10012-1.jpg",""
"10013-1","Open Freight Wagon","2001","236","121","https://cdn.rebrickable.com/media/sets/10013-1.jpg",""
"10014-1","Caboose","2001","236","170","https://cdn.rebrickable.com/media/sets/10014-1.jpg",""
"10015-1","Passenger Wagon","2001","236","194","https://cdn.rebrickable.com/media/sets/10015-1.jpg",""
"10016-1","Tanker","2001","236","128","https://cdn.rebrickable.com/media/sets/10016-1.jpg",""
"10017-1","Hopper Wagon","2001","236","228","https://cdn.rebrickable.com/media/sets/10017-1.jpg",""
"10018-1","Darth Maul","2001","171","1868","https://cdn.rebrickable.com/media/sets/10018-1.jpg",""
"10019-1","Rebel Blockade Runner","2001","171","1748","https://cdn.rebrickable.com/media/sets/10019-1.jpg",""
"100-2","4.5V Motor with Wheels (Large Version)","1966","235","27","https://cdn.rebrickable.com/media/sets/100-2.jpg",""
"10020-1","Santa Fe Super Chief","2002","236","435","https://cdn.rebrickable.com/media/sets/10020-1.jpg","
For the limited edition version which comprised the first 9,999 of this set produced, see set 10020-2
"
"10020-2","Santa Fe Super Chief - Limited Edition","2002","236","441","https://cdn.rebrickable.com/media/sets/10020-2.jpg","
The first 9,999 of this set produced were sold in packaging identifying the set as a ""Limited Edition"". Each set in the limited edition contained a paper certificate of authenticity and an individually numbered tile identifying the set's number within the edition.LEGO withheld the sets numbered 0001 to 0010 from the initial public sale; these ten sets were later sold by LEGO on eBay to raise charity funds. Aside from the set numbers and sales history, there is no distinction between these 10 sets and any others in the ""Limited Edition"".For the general edition release, which followed the sellout of the limited edition, see set 10020-1.
"
"10021-1","U.S.S. Constellation","2003","404","975","https://cdn.rebrickable.com/media/sets/10021-1.jpg","
LEGO Legends series reissue of 1978 set 398-1.
"
"10022-1","Santa Fe Cars - Set II (dining, observation, or sleeping car)","2002","236","411","https://cdn.rebrickable.com/media/sets/10022-1.jpg",""
"10023-1","Master Builder Set","2002","324","111","https://cdn.rebrickable.com/media/sets/10023-1.jpg",""
"10024-1","Red Baron","2002","673","670","https://cdn.rebrickable.com/media/sets/10024-1.jpg",""
"10025-1","Santa Fe Cars - Set I (mail or baggage car)","2002","236","326","https://cdn.rebrickable.com/media/sets/10025-1.jpg",""
"10026-1","Naboo Starfighter","2002","171","188","https://cdn.rebrickable.com/media/sets/10026-1.jpg",""
"10027-1","Train Engine Shed","2003","105","670","https://cdn.rebrickable.com/media/sets/10027-1.jpg",""
"10029-1","Lunar Lander","2003","387","469","https://cdn.rebrickable.com/media/sets/10029-1.jpg",""
"10030-1","Imperial Star Destroyer","2002","171","3116","https://cdn.rebrickable.com/media/sets/10030-1.jpg",""
"10036-1","Pizza To Go","2002","50","151","https://cdn.rebrickable.com/media/sets/10036-1.jpg","
LEGO Legends series re-issue of 1994 set 6350-1
"
"10037-1","Breezeway Cafe","2002","50","195","https://cdn.rebrickable.com/media/sets/10037-1.jpg","
LEGO Legends series reissue of 1990 set 6376-1
"
"10039-1","Black Falcon's Fortress","2002","187","430","https://cdn.rebrickable.com/media/sets/10039-1.jpg","
LEGO Legends series reissue of 1986 set 6074-1.
"
"10040-1","Black Seas Barracuda","2002","148","916","https://cdn.rebrickable.com/media/sets/10040-1.jpg","
LEGO Legends series reissue of 1989 set 6285-1.For the smaller scale 60th Anniversary of the LEGO Brick re-creation, see set 40290-1.For later adventures, see the LEGO Ideas set 21322-1
"
"10041-1","Main Street","2003","50","640","https://cdn.rebrickable.com/media/sets/10041-1.jpg","
LEGO Legends series reissue of 1980 set 6390-1.
"
"10042-1","American Flag","2003","206","35","https://cdn.rebrickable.com/media/sets/10042-1.jpg",""
"10043-1","2x2 Electrical Plate","2002","254","1","https://cdn.rebrickable.com/media/sets/10043-1.jpg",""
"10044-1","Windows and Doors","2002","254","44","https://cdn.rebrickable.com/media/sets/10044-1.jpg",""
"10045-1","Pillars and Beams","2002","254","13","https://cdn.rebrickable.com/media/sets/10045-1.jpg",""
"10046-1","Brown Tiles","2002","254","100","https://cdn.rebrickable.com/media/sets/10046-1.jpg",""
"10047-1","Light Gray Arches","2002","254","36","https://cdn.rebrickable.com/media/sets/10047-1.jpg",""
"10048-1","Small Wheels and Axles","2002","254","61","https://cdn.rebrickable.com/media/sets/10048-1.jpg",""
"10049-1","Large Wheels and Axles","2002","254","31","https://cdn.rebrickable.com/media/sets/10049-1.jpg",""
"10050-1","Gray Fences","2002","254","34","https://cdn.rebrickable.com/media/sets/10050-1.jpg",""
"10051-1","Transparent Bricks","2002","254","50","https://cdn.rebrickable.com/media/sets/10051-1.jpg",""
"10052-1","Intelligent Locomotive (Explore)","2003","634","7","https://cdn.rebrickable.com/media/sets/10052-1.jpg",""
"10053-1","Black Slopes 33","2003","254","44","https://cdn.rebrickable.com/media/sets/10053-1.jpg",""
"10054-1","Black Slopes 33 3 x 2 and 3 x 4","2003","254","68","https://cdn.rebrickable.com/media/sets/10054-1.jpg",""
"10055-1","Black Slopes 33 3 x 1 and 3 x 3","2003","254","50","https://cdn.rebrickable.com/media/sets/10055-1.jpg",""
"10056-1","White Plates 2 x n","2002","254","56","https://cdn.rebrickable.com/media/sets/10056-1.jpg",""
"10057-1","Black Plates 2 x n","2002","254","56","https://cdn.rebrickable.com/media/sets/10057-1.jpg",""
"10058-1","Red Plates 2 x n","2002","254","56","https://cdn.rebrickable.com/media/sets/10058-1.jpg",""
"10059-1","Dark Green Plates 2 x n","2002","254","56","https://cdn.rebrickable.com/media/sets/10059-1.jpg",""
"10060-1","Light Gray Plates 2 x n","2002","254","56","https://cdn.rebrickable.com/media/sets/10060-1.jpg",""
"10061-1","Black Plates 1 x n","2002","254","84","https://cdn.rebrickable.com/media/sets/10061-1.jpg",""
"10062-1","Red Plates 1 x n","2002","254","84","https://cdn.rebrickable.com/media/sets/10062-1.jpg",""
"10063-1","Dark Green Plates 1 x n","2002","254","84","https://cdn.rebrickable.com/media/sets/10063-1.jpg",""
"10064-1","Light Gray Plates 1 x n","2002","254","84","https://cdn.rebrickable.com/media/sets/10064-1.jpg",""
"10065-1","White Plates 1 x n","2002","254","84","https://cdn.rebrickable.com/media/sets/10065-1.jpg",""
"10066-1","Castle Accessories","2002","255","41","https://cdn.rebrickable.com/media/sets/10066-1.jpg",""
"10067-1","Mini-Fig Headgear","2002","254","53","https://cdn.rebrickable.com/media/sets/10067-1.jpg",""
"10068-1","Santa Claus","2002","227","39","https://cdn.rebrickable.com/media/sets/10068-1.jpg",""
"10069-1","Christmas Tree","2002","227","33","https://cdn.rebrickable.com/media/sets/10069-1.jpg",""
"10070-1","Reindeer","2002","227","26","https://cdn.rebrickable.com/media/sets/10070-1.jpg",""
"10071-1","Mr. Bunny","2003","229","25","https://cdn.rebrickable.com/media/sets/10071-1.jpg",""
"10072-1","TECHNIC Beams","2003","256","56","https://cdn.rebrickable.com/media/sets/10072-1.jpg",""
"10073-1","Bushes","2003","256","130","https://cdn.rebrickable.com/media/sets/10073-1.jpg",""
"10074-1","Cross Axles","2003","256","68","https://cdn.rebrickable.com/media/sets/10074-1.jpg",""
"10075-1","Spider-Man Action Pack","2002","706","25","https://cdn.rebrickable.com/media/sets/10075-1.jpg","
Available initially only as part of the K1376-1 bundle. This set became available for independent purchase form LEGO [email protected] in 2003.This supplemental set is intended to be combined with sets 1374-1 and 1376-1 to recreate the World Unity Festival scene from the Spider-Man (2002) movie.
"
"10076-1","TECHNIC Gear Wheels","2002","256","40","https://cdn.rebrickable.com/media/sets/10076-1.jpg","
Available from LEGO [email protected] as a bulk brick sparebag or as a portion of the multi-set ""Robotics Invention System Kit"" (K9916-1).
"
"10077-1","TECHNIC Motor","2003","256","55","https://cdn.rebrickable.com/media/sets/10077-1.jpg",""
"10078-1","Train Connection Wire","2003","257","1","https://cdn.rebrickable.com/media/sets/10078-1.jpg",""
"10079-1","Snowman","2003","227","42","https://cdn.rebrickable.com/media/sets/10079-1.jpg","
Re-release of set 1979-1 from 1991
"
"10080-1","Angel","2003","227","33","https://cdn.rebrickable.com/media/sets/10080-1.jpg",""
"10081-1","Birthday Pack Heart","2004","500","70","https://cdn.rebrickable.com/media/sets/10081-1.jpg",""
"10082-1","Birthday Pack Daisy","2004","500","70","https://cdn.rebrickable.com/media/sets/10082-1.jpg",""
"10083-1","Birthday Pack Star","2004","500","70","https://cdn.rebrickable.com/media/sets/10083-1.jpg",""
"10090-1","Turkey","2003","231","54","https://cdn.rebrickable.com/media/sets/10090-1.jpg",""
"100STORES-1","100 LEGO Stores North America","2019","408","5","https://cdn.rebrickable.com/media/sets/100stores-1.jpg","
Available as a gift with purchases exceeding $50 from select LEGO Stores in North America between January 4 and January 6, 2019 to celebrate the opening of the 100th LEGO Brand Store on that continent. Purchases limited to 1 per customer per day.
"
"10106-1","Snowflake","2006","227","107","https://cdn.rebrickable.com/media/sets/10106-1.jpg",""
"101-1","4.5V Battery Case","1969","235","1","https://cdn.rebrickable.com/media/sets/101-1.jpg",""
"1011-1","Number/Symbol Blocks","1976","516","100","https://cdn.rebrickable.com/media/sets/1011-1.jpg",""
"10111-1","Foliferous Tree","2001","254","10","https://cdn.rebrickable.com/media/sets/10111-1.jpg",""
"10112-1","Bush","2001","254","25","https://cdn.rebrickable.com/media/sets/10112-1.jpg",""
"10113-1","Cypress Trees","2001","254","5","https://cdn.rebrickable.com/media/sets/10113-1.jpg",""
"10114-1","2 x 2 Sand Red Roof Tiles","2001","254","100","https://cdn.rebrickable.com/media/sets/10114-1.jpg",""
"10115-1","Jumper Bricks","2001","254","80","https://cdn.rebrickable.com/media/sets/10115-1.jpg",""
"10116-1","Accessories Heart","2004","500","50","https://cdn.rebrickable.com/media/sets/10116-1.jpg",""
"10117-1","Accessories Daisy","2004","500","50","https://cdn.rebrickable.com/media/sets/10117-1.jpg",""
"10118-1","Accessories Star","2004","500","50","https://cdn.rebrickable.com/media/sets/10118-1.jpg",""
"101-2","Imagination Set 1","1971","366","298","https://cdn.rebrickable.com/media/sets/101-2.jpg",""
"10121-1","NBA Basketball Teams","2003","459","20","https://cdn.rebrickable.com/media/sets/10121-1.jpg",""
"10123-1","Cloud City","2003","171","707","https://cdn.rebrickable.com/media/sets/10123-1.jpg",""
"10124-1","Wright Flyer","2003","673","663","https://cdn.rebrickable.com/media/sets/10124-1.jpg",""
